qt5-x11extras 5.15.17-1
qt5ct 1.9-1
qt6-base 6.9.1-2
qt6-declarative 6.9.1-1
qt6-multimedia 6.9.1-1
qt6-multimedia-gstreamer 6.9.1-1
qt6-speech 6.9.1-1
qt6-svg 6.9.1-1
qt6-tools 6.9.1-2
qt6-translations 6.9.1-1
qt6-wayland 6.9.1-1
qt6ct 0.10-4
raptor 2.0.16-7
rav1e 0.7.1-1
rclone 1.70.2-1
re2 1:20240702-5
readline 8.2.013-2
rebuild-detector 4.4.5-1
reflector 2023-3
reflector-simple 2024.8.1-1
reiserfsprogs 3.6.27-5
rhash 1.4.4-1
ripgrep 14.1.1-1
river 0.3.11-1
rootlesskit 2.3.5-1
rpcbind 1.2.7-2
rpi-imager 1.9.3-1
rsync 3.4.1-2
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
ruby 3.4.4-2
ruby-abbrev 0.1.2-1
ruby-base64 0.2.0-1
ruby-bigdecimal 3.1.9-1
ruby-bundled-gems 3.4.4-2
ruby-bundler 2.6.9-1
ruby-csv 3.3.2-1
ruby-debug 1.10.0-2
ruby-default-gems 3.4.4-2
ruby-drb 2.2.1-1
ruby-erb 4.0.4-9
ruby-getoptlong 0.2.1-1
ruby-irb 1.14.3-4
ruby-matrix 0.4.2-4
ruby-minitest 5.25.5-2
ruby-mutex_m 0.3.0-2
ruby-net-ftp 0.3.8-1
ruby-net-imap 0.5.8-1
ruby-net-pop 0.1.2-5
ruby-net-smtp 0.5.0-5
ruby-nkf 0.2.0-2
ruby-observer 0.1.2-3
ruby-power_assert 2.0.5-3
ruby-prime 0.1.3-1
ruby-racc 1.8.1-2
ruby-rake 13.2.1-4
ruby-rbs 3.8.0-2
ruby-rdoc 6.10.0-57
ruby-repl_type_completor 0.1.11-1
ruby-resolv-replace 0.1.1-2
ruby-rexml 3.4.1-3
ruby-rinda 0.2.0-2
ruby-rss 0.3.1-4
ruby-stdlib 3.4.4-2
ruby-syslog 0.3.0-2
ruby-test-unit 3.6.8-1
ruby-typeprof 0.30.1-2
rubygems 3.6.7-2
ruff 0.12.1-1
ruff-lsp 0.0.62-1
run-parts 5.23.1-1
runc 1.3.0-1
rustup 1.28.2-2
s-nail 14.9.25-1
sbc 2.0-2
screen 5.0.1-3
sd 1.0.0-1
sddm 0.21.0-6
sdl2-compat 2.32.56-1
sdl3 3.2.16-1
seatd 0.9.1-1
sed 4.9-3
semver 7.7.2-1
sentry-native 0.9.1-1
serd 0.32.4-1
serf 1.3.10-2
sg3_utils 1.48-1
shaderc 2025.2-2
shadow 4.18.0-1
shared-mime-info 2.4-2
shfmt 3.11.0-1
signal-desktop 7.60.0-1
sipcalc 1.1.6-6
slang 2.3.3-3
slirp4netns 1.3.3-1
slurp 1.5.0-1
smartmontools 7.5-1
snappy 1.2.2-2
sndio 1.10.0-1
sof-firmware 2025.05-1
solid5 5.116.0-1
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
spandsp 0.0.6-5
spdlog 1.15.3-1
speech-dispatcher 0.12.1-1
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.313.0-1
sqlite 3.50.2-1
sqls 0.2.27-1
squashfs-tools 4.7-1
sratom 0.6.18-1
srt 1.5.4-1
sshfs 3.7.3-3
startup-notification 0.12-8
stoken 0.92-5
strace 6.15-1
subversion 1.14.5-3
sudo 1.9.17.p1-1
svt-av1 3.0.2-1
svt-hevc 1.5.1-3
swaybg 1.2.1-1
swayidle 1.8.0-2
swaylock 1.8.2-1
sysfsutils 2.1.1-2
system-config-printer 1.5.18-5
systemd 257.7-1
systemd-libs 257.7-1
systemd-resolvconf 257.7-1
systemd-sysvcompat 257.7-1
taglib 2.1.1-1
tailwindcss-language-server 0.14.23-1
taplo-cli 0.10.0-1
tar 1.35-2
task 3.4.1-1
taskwarrior-tui 0.26.3-1
tcl 8.6.16-1
tcpdump 4.99.5-1
tdb 1.4.13-1
tectonic 0.15.0-3
terraform-ls 0.36.5-1
tesseract 5.5.1-1
tesseract-data-eng 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
texinfo 7.2-1
texlab 5.22.1-1
texlive-basic 2025.2-1
texlive-bin 2025.2-1
texlive-binextra 2025.2-1
texlive-fontsextra 2025.2-1
texlive-latex 2025.2-1
texlive-latexextra 2025.2-1
texlive-latexrecommended 2025.2-1
texlive-luatex 2025.2-1
texlive-pictures 2025.2-1
texlive-xetex 2025.2-1
thin-provisioning-tools 1.2.0-1
thunderbird 139.0.2-1
timew 1.8.0-2
tinymist 1:0.13.14-1
tinysparql 3.9.2-2
tk 8.6.16-1
tldr 3.4.1-1
tmux 3.5_a-1
tpm2-tss 4.1.3-1
trash-cli 0.24.5.26-2
tree 2.2.1-1
tree-sitter 0.25.6-1
tree-sitter-c 0.24.1-1
tree-sitter-cli 0.25.6-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.0-1
tree-sitter-query 0.6.2-1
tree-sitter-vim 0.6.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.23-1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-dejavu-nerd 3.4.0-1
ttf-firacode-nerd 3.4.0-1
ttf-font-awesome 6.7.2-1
ttf-inconsolata-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-libertinus 7.051-1
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-nerd-fonts-symbols-mono 3.4.0-1
ttf-opensans 3.003-1
ttf-ubuntu-mono-nerd 3.4.0-1
ttf-ubuntu-nerd 3.4.0-1
typescript 5.8.3-1
typescript-language-server 4.3.3-1
typst 1:0.13.1-1
typstyle 0.13.13-1
tzdata 2025b-1
udisks2 2.10.1-6
unarchiver 1.10.8-5
unibilium 2.1.2-1
unrar 1:7.1.8-1
unzip 6.0-22
upower 1.90.9-1
usb_modeswitch 2.6.2-1
usbmuxd 1.1.1-4
usbutils 018-1
util-linux 2.41.1-1
util-linux-libs 2.41.1-1
v4l-utils 1.30.1-1
vapoursynth R70-2
vid.stab 1.1.1-2
visual-studio-code-bin 1.101.2-1
vivid 0.10.1-1
vlc 3.0.21-24
vmaf 3.0.0-1
volume_key 0.3.12-11
vpnc 1:0.5.3.r539.r239-1
vscode-css-languageserver 1.101.0-1
vscode-html-languageserver 1.101.0-1
vscode-json-languageserver 1.101.0-1
vulkan-icd-loader 1.4.313.0-1
wavpack 5.8.1-1
way-displays 1.14.1-3
waybar 0.13.0-3
wayland 1.23.1-2
wayland-protocols 1.45-1
wayland-utils 1.2.0-2
webkit2gtk-4.1 2.48.3-1
webrtc-audio-processing-1 1.3-5
welcome 25.6-1
wev 1.1.0-1
wget 1.25.0-2
which 2.23-1
whois 5.6.1-1
wildmidi 0.4.6-1
wireless_tools 30.pre9-4
wireplumber 0.5.10-1
wl-clipboard 1:2.2.1-3
wlopm 1.0.0-1
wlr-randr 0.5.0-1
wlroots0.18-hidpi-xprop 0.18.2-1
wlroots0.19 0.19.0-1
woff2 1.0.2-6
wpa_supplicant 2:2.11-3
x264 3:0.164.r3108.31e19f9-2
x265 4.1-1
xbitmaps 1.1.3-2
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-wlr 0.7.1-1
xdg-user-dirs 0.18-2
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1
xfsprogs 6.15.0-1
xkeyboard-config 2.45-1
xl2tpd 1.3.19-1
xmlsec 1.3.7-2
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.18-2
xorg-server-common 21.1.18-2
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xdpyinfo 1.3.4-2
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkill 1.0.6-2
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.8-1
xorgproto 2024.1-2
xsettingsd 1.0.2-3
xterm 400-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yad 14.1-2.1
yajl 2.1.0-6
yaml-cpp 0.8.0-2
yaml-language-server 1.18.0-1
yarn 1.22.22-2
yay 12.5.0-1
yazi 25.5.31-1
zathura 0.5.11-1
zathura-pdf-mupdf 0.4.4-17
zathura-ps 0.2.8-5
zbar 0.23.93-4
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zoxide 0.9.8-2
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-5
zziplib 0.13.80-1
